Datum,Bron,LeeftijdGroep,Type,Aantal
2020-03-30,RIVM_report_20200330,35-39,Totaal,458
2020-03-30,RIVM_report_20200330,40-44,Totaal,459
2020-03-30,RIVM_report_20200330,45-49,Totaal,725
2020-03-30,RIVM_report_20200330,50-54,Totaal,913
2020-03-30,RIVM_report_20200330,55-59,Totaal,1038
2020-03-30,RIVM_report_20200330,60-64,Totaal,929
2020-03-30,RIVM_report_20200330,65-69,Totaal,898
2020-03-30,RIVM_report_20200330,70-74,Totaal,1174
2020-03-30,RIVM_report_20200330,75-79,Totaal,1233
2020-03-30,RIVM_report_20200330,80-84,Totaal,1109
2020-03-30,RIVM_report_20200330,85-89,Totaal,892
2020-03-30,RIVM_report_20200330,90-94,Totaal,394
2020-03-30,RIVM_report_20200330,95+,Totaal,121
2020-03-30,RIVM_report_20200330,Niet vermeld,Totaal,36
2020-03-30,RIVM_report_20200330,0-4,Ziekenhuisopname,23
2020-03-30,RIVM_report_20200330,5-9,Ziekenhuisopname,1
2020-03-30,RIVM_report_20200330,10-14,Ziekenhuisopname,4
2020-03-30,RIVM_report_20200330,15-19,Ziekenhuisopname,8
2020-03-30,RIVM_report_20200330,20-24,Ziekenhuisopname,10
2020-03-30,RIVM_report_20200330,25-29,Ziekenhuisopname,36
2020-03-30,RIVM_report_20200330,30-34,Ziekenhuisopname,40
2020-03-30,RIVM_report_20200330,35-39,Ziekenhuisopname,59
2020-03-30,RIVM_report_20200330,40-44,Ziekenhuisopname,81
2020-03-30,RIVM_report_20200330,45-49,Ziekenhuisopname,181
2020-03-30,RIVM_report_20200330,50-54,Ziekenhuisopname,263
2020-03-30,RIVM_report_20200330,55-59,Ziekenhuisopname,320
2020-03-30,RIVM_report_20200330,60-64,Ziekenhuisopname,382
2020-03-30,RIVM_report_20200330,65-69,Ziekenhuisopname,470
2020-03-30,RIVM_report_20200330,70-74,Ziekenhuisopname,630
2020-03-30,RIVM_report_20200330,75-79,Ziekenhuisopname,631
2020-03-30,RIVM_report_20200330,80-84,Ziekenhuisopname,460
2020-03-30,RIVM_report_20200330,85-89,Ziekenhuisopname,299
2020-03-30,RIVM_report_20200330,90-94,Ziekenhuisopname,76
2020-03-30,RIVM_report_20200330,95+,Ziekenhuisopname,12
2020-03-30,RIVM_report_20200330,Niet vermeld,Ziekenhuisopname,4
2020-03-30,RIVM_report_20200330,0-4,Overleden,0
2020-03-30,RIVM_report_20200330,5-9,Overleden,0
2020-03-30,RIVM_report_20200330,10-14,Overleden,0
2020-03-30,RIVM_report_20200330,15-19,Overleden,0
2020-03-30,RIVM_report_20200330,20-24,Overleden,0
2020-03-30,RIVM_report_20200330,25-29,Overleden,0
2020-03-30,RIVM_report_20200330,30-34,Overleden,0
2020-03-30,RIVM_report_20200330,35-39,Overleden,0
2020-03-30,RIVM_report_20200330,40-44,Overleden,0
2020-03-30,RIVM_report_20200330,45-49,Overleden,0
2020-03-30,RIVM_report_20200330,50-54,Overleden,6
2020-03-30,RIVM_report_20200330,55-59,Overleden,7
2020-03-30,RIVM_report_20200330,60-64,Overleden,23
2020-03-30,RIVM_report_20200330,65-69,Overleden,53
2020-03-30,RIVM_report_20200330,70-74,Overleden,92
2020-03-30,RIVM_report_20200330,75-79,Overleden,170
2020-03-30,RIVM_report_20200330,80-84,Overleden,230
2020-03-30,RIVM_report_20200330,85-89,Overleden,203
2020-03-30,RIVM_report_20200330,90-94,Overleden,57
2020-03-30,RIVM_report_20200330,95+,Overleden,23
2020-03-30,RIVM_report_20200330,Niet vermeld,Overleden,0
2020-03-31,RIVM_report_20200331,0-4,Totaal,41
2020-03-31,RIVM_report_20200331,5-9,Totaal,8
2020-03-31,RIVM_report_20200331,10-14,Totaal,33
2020-03-31,RIVM_report_20200331,15-19,Totaal,66
2020-03-31,RIVM_report_20200331,20-24,Totaal,247
2020-03-31,RIVM_report_20200331,25-29,Totaal,518
2020-03-31,RIVM_report_20200331,30-34,Totaal,533
2020-03-31,RIVM_report_20200331,35-39,Totaal,484
2020-03-31,RIVM_report_20200331,40-44,Totaal,499
2020-03-31,RIVM_report_20200331,45-49,Totaal,777
2020-03-31,RIVM_report_20200331,50-54,Totaal,974
2020-03-31,RIVM_report_20200331,55-59,Totaal,1112
2020-03-31,RIVM_report_20200331,60-64,Totaal,996
2020-03-31,RIVM_report_20200331,65-69,Totaal,972
2020-03-31,RIVM_report_20200331,70-74,Totaal,1262
2020-03-31,RIVM_report_20200331,75-79,Totaal,1302
2020-03-31,RIVM_report_20200331,80-84,Totaal,1180
2020-03-31,RIVM_report_20200331,85-89,Totaal,975
2020-03-31,RIVM_report_20200331,90-94,Totaal,452
2020-03-31,RIVM_report_20200331,95+,Totaal,133
2020-03-31,RIVM_report_20200331,Niet vermeld,Totaal,31
2020-03-31,RIVM_report_20200331,0-4,Ziekenhuisopname,23
2020-03-31,RIVM_report_20200331,5-9,Ziekenhuisopname,1
2020-03-31,RIVM_report_20200331,10-14,Ziekenhuisopname,4
2020-03-31,RIVM_report_20200331,15-19,Ziekenhuisopname,9
2020-03-31,RIVM_report_20200331,20-24,Ziekenhuisopname,15
2020-03-31,RIVM_report_20200331,25-29,Ziekenhuisopname,42
2020-03-31,RIVM_report_20200331,30-34,Ziekenhuisopname,51
2020-03-31,RIVM_report_20200331,35-39,Ziekenhuisopname,73
2020-03-31,RIVM_report_20200331,40-44,Ziekenhuisopname,102
2020-03-31,RIVM_report_20200331,45-49,Ziekenhuisopname,221
2020-03-31,RIVM_report_20200331,50-54,Ziekenhuisopname,305
2020-03-31,RIVM_report_20200331,55-59,Ziekenhuisopname,384
2020-03-31,RIVM_report_20200331,60-64,Ziekenhuisopname,462
2020-03-31,RIVM_report_20200331,65-69,Ziekenhuisopname,562
2020-03-31,RIVM_report_20200331,70-74,Ziekenhuisopname,742
2020-03-31,RIVM_report_20200331,75-79,Ziekenhuisopname,716
2020-03-31,RIVM_report_20200331,80-84,Ziekenhuisopname,551
2020-03-31,RIVM_report_20200331,85-89,Ziekenhuisopname,344
2020-03-31,RIVM_report_20200331,90-94,Ziekenhuisopname,88
2020-03-31,RIVM_report_20200331,95+,Ziekenhuisopname,12
2020-03-31,RIVM_report_20200331,Niet vermeld,Ziekenhuisopname,5
2020-03-31,RIVM_report_20200331,0-4,Overleden,0
2020-03-31,RIVM_report_20200331,5-9,Overleden,0
2020-03-31,RIVM_report_20200331,10-14,Overleden,0
2020-03-31,RIVM_report_20200331,15-19,Overleden,0
2020-03-31,RIVM_report_20200331,20-24,Overleden,0
2020-03-31,RIVM_report_20200331,25-29,Overleden,0
2020-03-31,RIVM_report_20200331,30-34,Overleden,0
2020-03-31,RIVM_report_20200331,35-39,Overleden,0
2020-03-31,RIVM_report_20200331,40-44,Overleden,0
2020-03-31,RIVM_report_20200331,45-49,Overleden,1
2020-03-31,RIVM_report_20200331,50-54,Overleden,7
2020-03-31,RIVM_report_20200331,55-59,Overleden,12
2020-03-31,RIVM_report_20200331,60-64,Overleden,32
2020-03-31,RIVM_report_20200331,65-69,Overleden,65
2020-03-31,RIVM_report_20200331,70-74,Overleden,114
2020-03-31,RIVM_report_20200331,75-79,Overleden,205
2020-03-31,RIVM_report_20200331,80-84,Overleden,270
2020-03-31,RIVM_report_20200331,85-89,Overleden,225
2020-03-31,RIVM_report_20200331,90-94,Overleden,77
2020-03-31,RIVM_report_20200331,95+,Overleden,31
2020-03-31,RIVM_report_20200331,Niet vermeld,Overleden,0
2020-04-01,RIVM_report_20200401,0-4,Totaal,46
2020-04-01,RIVM_report_20200401,5-9,Totaal,8
2020-04-01,RIVM_report_20200401,10-14,Totaal,34
2020-04-01,RIVM_report_20200401,15-19,Totaal,68
2020-04-01,RIVM_report_20200401,20-24,Totaal,274
2020-04-01,RIVM_report_20200401,25-29,Totaal,556
2020-04-01,RIVM_report_20200401,30-34,Totaal,569
2020-04-01,RIVM_report_20200401,35-39,Totaal,517
2020-04-01,RIVM_report_20200401,40-44,Totaal,541
2020-04-01,RIVM_report_20200401,45-49,Totaal,831
2020-04-01,RIVM_report_20200401,50-54,Totaal,1048
2020-04-01,RIVM_report_20200401,55-59,Totaal,1191
2020-04-01,RIVM_report_20200401,60-64,Totaal,1091
2020-04-01,RIVM_report_20200401,65-69,Totaal,1044
2020-04-01,RIVM_report_20200401,70-74,Totaal,1362
2020-04-01,RIVM_report_20200401,75-79,Totaal,1397
2020-04-01,RIVM_report_20200401,80-84,Totaal,1285
2020-04-01,RIVM_report_20200401,85-89,Totaal,1070
2020-04-01,RIVM_report_20200401,90-94,Totaal,505
2020-04-01,RIVM_report_20200401,95+,Totaal,150
2020-04-01,RIVM_report_20200401,Niet vermeld,Totaal,27
2020-04-01,RIVM_report_20200401,0-4,Ziekenhuisopname,25
2020-04-01,RIVM_report_20200401,5-9,Ziekenhuisopname,2
2020-04-01,RIVM_report_20200401,10-14,Ziekenhuisopname,4
2020-04-01,RIVM_report_20200401,15-19,Ziekenhuisopname,11
2020-04-01,RIVM_report_20200401,20-24,Ziekenhuisopname,16
2020-04-01,RIVM_report_20200401,25-29,Ziekenhuisopname,47
2020-04-01,RIVM_report_20200401,30-34,Ziekenhuisopname,56
2020-04-01,RIVM_report_20200401,35-39,Ziekenhuisopname,85
2020-04-01,RIVM_report_20200401,40-44,Ziekenhuisopname,114
2020-04-01,RIVM_report_20200401,45-49,Ziekenhuisopname,246
2020-04-01,RIVM_report_20200401,50-54,Ziekenhuisopname,336
2020-04-01,RIVM_report_20200401,55-59,Ziekenhuisopname,422
2020-04-01,RIVM_report_20200401,60-64,Ziekenhuisopname,519
2020-04-01,RIVM_report_20200401,65-69,Ziekenhuisopname,611
2020-04-01,RIVM_report_20200401,70-74,Ziekenhuisopname,808
2020-04-01,RIVM_report_20200401,75-79,Ziekenhuisopname,772
2020-04-01,RIVM_report_20200401,80-84,Ziekenhuisopname,596
2020-04-01,RIVM_report_20200401,85-89,Ziekenhuisopname,375
2020-04-01,RIVM_report_20200401,90-94,Ziekenhuisopname,96
2020-04-01,RIVM_report_20200401,95+,Ziekenhuisopname,14
2020-04-01,RIVM_report_20200401,Niet vermeld,Ziekenhuisopname,4
2020-04-01,RIVM_report_20200401,0-4,Overleden,0
2020-04-01,RIVM_report_20200401,5-9,Overleden,0
2020-04-01,RIVM_report_20200401,10-14,Overleden,0
2020-04-01,RIVM_report_20200401,15-19,Overleden,0
2020-04-01,RIVM_report_20200401,20-24,Overleden,0
2020-04-01,RIVM_report_20200401,25-29,Overleden,0
2020-04-01,RIVM_report_20200401,30-34,Overleden,0
2020-04-01,RIVM_report_20200401,35-39,Overleden,1
2020-04-01,RIVM_report_20200401,40-44,Overleden,0
2020-04-01,RIVM_report_20200401,45-49,Overleden,1
2020-04-01,RIVM_report_20200401,50-54,Overleden,8
2020-04-01,RIVM_report_20200401,55-59,Overleden,13
2020-04-01,RIVM_report_20200401,60-64,Overleden,37
2020-04-01,RIVM_report_20200401,65-69,Overleden,74
2020-04-01,RIVM_report_20200401,70-74,Overleden,123
2020-04-01,RIVM_report_20200401,75-79,Overleden,234
2020-04-01,RIVM_report_20200401,80-84,Overleden,302
2020-04-01,RIVM_report_20200401,85-89,Overleden,250
2020-04-01,RIVM_report_20200401,90-94,Overleden,99
2020-04-01,RIVM_report_20200401,95+,Overleden,31
2020-04-01,RIVM_report_20200401,Niet vermeld,Overleden,0
2020-04-02,RIVM_report_20200402,0-4,Totaal,47
2020-04-02,RIVM_report_20200402,5-9,Totaal,9
2020-04-02,RIVM_report_20200402,10-14,Totaal,34
2020-04-02,RIVM_report_20200402,15-19,Totaal,70
2020-04-02,RIVM_report_20200402,20-24,Totaal,304
2020-04-02,RIVM_report_20200402,25-29,Totaal,597
2020-04-02,RIVM_report_20200402,30-34,Totaal,612
2020-04-02,RIVM_report_20200402,35-39,Totaal,558
2020-04-02,RIVM_report_20200402,40-44,Totaal,588
2020-04-02,RIVM_report_20200402,45-49,Totaal,885
2020-04-02,RIVM_report_20200402,50-54,Totaal,1133
2020-04-02,RIVM_report_20200402,55-59,Totaal,1282
2020-04-02,RIVM_report_20200402,60-64,Totaal,1178
2020-04-02,RIVM_report_20200402,65-69,Totaal,1120
2020-04-02,RIVM_report_20200402,70-74,Totaal,1445
2020-04-02,RIVM_report_20200402,75-79,Totaal,1506
2020-04-02,RIVM_report_20200402,80-84,Totaal,1382
2020-04-02,RIVM_report_20200402,85-89,Totaal,1181
2020-04-02,RIVM_report_20200402,90-94,Totaal,569
2020-04-02,RIVM_report_20200402,95+,Totaal,177
2020-04-02,RIVM_report_20200402,Niet vermeld,Totaal,20
2020-04-02,RIVM_report_20200402,0-4,Ziekenhuisopname,27
2020-04-02,RIVM_report_20200402,5-9,Ziekenhuisopname,2
2020-04-02,RIVM_report_20200402,10-14,Ziekenhuisopname,4
2020-04-02,RIVM_report_20200402,15-19,Ziekenhuisopname,11
2020-04-02,RIVM_report_20200402,20-24,Ziekenhuisopname,18
2020-04-02,RIVM_report_20200402,25-29,Ziekenhuisopname,52
2020-04-02,RIVM_report_20200402,30-34,Ziekenhuisopname,60
2020-04-02,RIVM_report_20200402,35-39,Ziekenhuisopname,94
2020-04-02,RIVM_report_20200402,40-44,Ziekenhuisopname,128
2020-04-02,RIVM_report_20200402,45-49,Ziekenhuisopname,263
2020-04-02,RIVM_report_20200402,50-54,Ziekenhuisopname,369
2020-04-02,RIVM_report_20200402,55-59,Ziekenhuisopname,487
2020-04-02,RIVM_report_20200402,60-64,Ziekenhuisopname,577
2020-04-02,RIVM_report_20200402,65-69,Ziekenhuisopname,695
2020-04-02,RIVM_report_20200402,70-74,Ziekenhuisopname,904
2020-04-02,RIVM_report_20200402,75-79,Ziekenhuisopname,881
2020-04-02,RIVM_report_20200402,80-84,Ziekenhuisopname,674
2020-04-02,RIVM_report_20200402,85-89,Ziekenhuisopname,412
2020-04-02,RIVM_report_20200402,90-94,Ziekenhuisopname,106
2020-04-02,RIVM_report_20200402,95+,Ziekenhuisopname,14
2020-04-02,RIVM_report_20200402,Niet vermeld,Ziekenhuisopname,6
2020-04-02,RIVM_report_20200402,0-4,Overleden,0
2020-04-02,RIVM_report_20200402,5-9,Overleden,0
2020-04-02,RIVM_report_20200402,10-14,Overleden,0
2020-04-02,RIVM_report_20200402,15-19,Overleden,0
2020-04-02,RIVM_report_20200402,20-24,Overleden,0
2020-04-02,RIVM_report_20200402,25-29,Overleden,0
2020-04-02,RIVM_report_20200402,30-34,Overleden,0
2020-04-02,RIVM_report_20200402,35-39,Overleden,1
2020-04-02,RIVM_report_20200402,40-44,Overleden,0
2020-04-02,RIVM_report_20200402,45-49,Overleden,1
2020-04-02,RIVM_report_20200402,50-54,Overleden,9
2020-04-02,RIVM_report_20200402,55-59,Overleden,15
2020-04-02,RIVM_report_20200402,60-64,Overleden,40
2020-04-02,RIVM_report_20200402,65-69,Overleden,81
2020-04-02,RIVM_report_20200402,70-74,Overleden,143
2020-04-02,RIVM_report_20200402,75-79,Overleden,272
2020-04-02,RIVM_report_20200402,80-84,Overleden,341
2020-04-02,RIVM_report_20200402,85-89,Overleden,286
2020-04-02,RIVM_report_20200402,90-94,Overleden,115
2020-04-02,RIVM_report_20200402,95+,Overleden,35
2020-04-02,RIVM_report_20200402,Niet vermeld,Overleden,0
2020-04-03,RIVM_report_20200403,0-4,Totaal,49
2020-04-03,RIVM_report_20200403,5-9,Totaal,9
2020-04-03,RIVM_report_20200403,10-14,Totaal,34
2020-04-03,RIVM_report_20200403,15-19,Totaal,81
2020-04-03,RIVM_report_20200403,20-24,Totaal,339
2020-04-03,RIVM_report_20200403,25-29,Totaal,635
2020-04-03,RIVM_report_20200403,30-34,Totaal,653
2020-04-03,RIVM_report_20200403,35-39,Totaal,598
2020-04-03,RIVM_report_20200403,40-44,Totaal,626
2020-04-03,RIVM_report_20200403,45-49,Totaal,956
2020-04-03,RIVM_report_20200403,50-54,Totaal,1209
2020-04-03,RIVM_report_20200403,55-59,Totaal,1381
2020-04-03,RIVM_report_20200403,60-64,Totaal,1265
2020-04-03,RIVM_report_20200403,65-69,Totaal,1185
2020-04-03,RIVM_report_20200403,70-74,Totaal,1514
2020-04-03,RIVM_report_20200403,75-79,Totaal,1599
2020-04-03,RIVM_report_20200403,80-84,Totaal,1479
2020-04-03,RIVM_report_20200403,85-89,Totaal,1265
2020-04-03,RIVM_report_20200403,90-94,Totaal,629
2020-04-03,RIVM_report_20200403,95+,Totaal,197
2020-04-03,RIVM_report_20200403,Niet vermeld,Totaal,20
2020-04-03,RIVM_report_20200403,0-4,Ziekenhuisopname,29
2020-04-03,RIVM_report_20200403,5-9,Ziekenhuisopname,2
2020-04-03,RIVM_report_20200403,10-14,Ziekenhuisopname,4
2020-04-03,RIVM_report_20200403,15-19,Ziekenhuisopname,14
2020-04-03,RIVM_report_20200403,20-24,Ziekenhuisopname,22
2020-04-03,RIVM_report_20200403,25-29,Ziekenhuisopname,57
2020-04-03,RIVM_report_20200403,30-34,Ziekenhuisopname,66
2020-04-03,RIVM_report_20200403,35-39,Ziekenhuisopname,103
2020-04-03,RIVM_report_20200403,40-44,Ziekenhuisopname,141
2020-04-03,RIVM_report_20200403,45-49,Ziekenhuisopname,283
2020-04-03,RIVM_report_20200403,50-54,Ziekenhuisopname,408
2020-04-03,RIVM_report_20200403,55-59,Ziekenhuisopname,546
2020-04-03,RIVM_report_20200403,60-64,Ziekenhuisopname,634
2020-04-03,RIVM_report_20200403,65-69,Ziekenhuisopname,760
2020-04-03,RIVM_report_20200403,70-74,Ziekenhuisopname,975
2020-04-03,RIVM_report_20200403,75-79,Ziekenhuisopname,943
2020-04-03,RIVM_report_20200403,80-84,Ziekenhuisopname,719
2020-04-03,RIVM_report_20200403,85-89,Ziekenhuisopname,441
2020-04-03,RIVM_report_20200403,90-94,Ziekenhuisopname,118
2020-04-03,RIVM_report_20200403,95+,Ziekenhuisopname,15
2020-04-03,RIVM_report_20200403,Niet vermeld,Ziekenhuisopname,6
2020-04-03,RIVM_report_20200403,0-4,Overleden,0
2020-04-03,RIVM_report_20200403,5-9,Overleden,0
2020-04-03,RIVM_report_20200403,10-14,Overleden,0
2020-04-03,RIVM_report_20200403,15-19,Overleden,0
2020-04-03,RIVM_report_20200403,20-24,Overleden,0
2020-04-03,RIVM_report_20200403,25-29,Overleden,0
2020-04-03,RIVM_report_20200403,30-34,Overleden,0
2020-04-03,RIVM_report_20200403,35-39,Overleden,1
2020-04-03,RIVM_report_20200403,40-44,Overleden,0
2020-04-03,RIVM_report_20200403,45-49,Overleden,2
2020-04-03,RIVM_report_20200403,50-54,Overleden,11
2020-04-03,RIVM_report_20200403,55-59,Overleden,15
2020-04-03,RIVM_report_20200403,60-64,Overleden,42
2020-04-03,RIVM_report_20200403,65-69,Overleden,91
2020-04-03,RIVM_report_20200403,70-74,Overleden,158
2020-04-03,RIVM_report_20200403,75-79,Overleden,302
2020-04-03,RIVM_report_20200403,80-84,Overleden,371
2020-04-03,RIVM_report_20200403,85-89,Overleden,318
2020-04-03,RIVM_report_20200403,90-94,Overleden,133
2020-04-03,RIVM_report_20200403,95+,Overleden,43
2020-04-03,RIVM_report_20200403,Niet vermeld,Overleden,0
2020-04-04,RIVM_report_20200404,0-4,Totaal,49
2020-04-04,RIVM_report_20200404,5-9,Totaal,9
2020-04-04,RIVM_report_20200404,10-14,Totaal,37
2020-04-04,RIVM_report_20200404,15-19,Totaal,86
2020-04-04,RIVM_report_20200404,20-24,Totaal,367
2020-04-04,RIVM_report_20200404,25-29,Totaal,659
2020-04-04,RIVM_report_20200404,30-34,Totaal,701
2020-04-04,RIVM_report_20200404,35-39,Totaal,624
2020-04-04,RIVM_report_20200404,40-44,Totaal,672
2020-04-04,RIVM_report_20200404,45-49,Totaal,1004
2020-04-04,RIVM_report_20200404,50-54,Totaal,1289
2020-04-04,RIVM_report_20200404,55-59,Totaal,1483
2020-04-04,RIVM_report_20200404,60-64,Totaal,1323
2020-04-04,RIVM_report_20200404,65-69,Totaal,1226
2020-04-04,RIVM_report_20200404,70-74,Totaal,1587
2020-04-04,RIVM_report_20200404,75-79,Totaal,1672
2020-04-04,RIVM_report_20200404,80-84,Totaal,1569
2020-04-04,RIVM_report_20200404,85-89,Totaal,1359
2020-04-04,RIVM_report_20200404,90-94,Totaal,681
2020-04-04,RIVM_report_20200404,95+,Totaal,210
2020-04-04,RIVM_report_20200404,Niet vermeld,Totaal,20
2020-04-04,RIVM_report_20200404,0-4,Ziekenhuisopname,29
2020-04-04,RIVM_report_20200404,5-9,Ziekenhuisopname,2
2020-04-04,RIVM_report_20200404,10-14,Ziekenhuisopname,5
2020-04-04,RIVM_report_20200404,15-19,Ziekenhuisopname,16
2020-04-04,RIVM_report_20200404,20-24,Ziekenhuisopname,22
2020-04-04,RIVM_report_20200404,25-29,Ziekenhuisopname,60
2020-04-04,RIVM_report_20200404,30-34,Ziekenhuisopname,73
2020-04-04,RIVM_report_20200404,35-39,Ziekenhuisopname,109
2020-04-04,RIVM_report_20200404,40-44,Ziekenhuisopname,149
2020-04-04,RIVM_report_20200404,45-49,Ziekenhuisopname,297
2020-04-04,RIVM_report_20200404,50-54,Ziekenhuisopname,424
2020-04-04,RIVM_report_20200404,55-59,Ziekenhuisopname,588
2020-04-04,RIVM_report_20200404,60-64,Ziekenhuisopname,675
2020-04-04,RIVM_report_20200404,65-69,Ziekenhuisopname,790
2020-04-04,RIVM_report_20200404,70-74,Ziekenhuisopname,1024
2020-04-04,RIVM_report_20200404,75-79,Ziekenhuisopname,1005
2020-04-04,RIVM_report_20200404,80-84,Ziekenhuisopname,744
2020-04-04,RIVM_report_20200404,85-89,Ziekenhuisopname,462
2020-04-04,RIVM_report_20200404,90-94,Ziekenhuisopname,123
2020-04-04,RIVM_report_20200404,95+,Ziekenhuisopname,19
2020-04-04,RIVM_report_20200404,Niet vermeld,Ziekenhuisopname,6
2020-04-04,RIVM_report_20200404,0-4,Overleden,0
2020-04-04,RIVM_report_20200404,5-9,Overleden,0
2020-04-04,RIVM_report_20200404,10-14,Overleden,0
2020-04-04,RIVM_report_20200404,15-19,Overleden,0
2020-04-04,RIVM_report_20200404,20-24,Overleden,0
2020-04-04,RIVM_report_20200404,25-29,Overleden,0
2020-04-04,RIVM_report_20200404,30-34,Overleden,0
2020-04-04,RIVM_report_20200404,35-39,Overleden,1
2020-04-04,RIVM_report_20200404,40-44,Overleden,0
2020-04-04,RIVM_report_20200404,45-49,Overleden,5
2020-04-04,RIVM_report_20200404,50-54,Overleden,11
2020-04-04,RIVM_report_20200404,55-59,Overleden,18
2020-04-04,RIVM_report_20200404,60-64,Overleden,49
2020-04-04,RIVM_report_20200404,65-69,Overleden,102
2020-04-04,RIVM_report_20200404,70-74,Overleden,180
2020-04-04,RIVM_report_20200404,75-79,Overleden,332
2020-04-04,RIVM_report_20200404,80-84,Overleden,405
2020-04-04,RIVM_report_20200404,85-89,Overleden,349
2020-04-04,RIVM_report_20200404,90-94,Overleden,150
2020-04-04,RIVM_report_20200404,95+,Overleden,49
2020-04-04,RIVM_report_20200404,Niet vermeld,Overleden,0
2020-04-05,RIVM_report_20200405,0-4,Totaal,52
2020-04-05,RIVM_report_20200405,5-9,Totaal,9
2020-04-05,RIVM_report_20200405,10-14,Totaal,38
2020-04-05,RIVM_report_20200405,15-19,Totaal,94
2020-04-05,RIVM_report_20200405,20-24,Totaal,419
2020-04-05,RIVM_report_20200405,25-29,Totaal,707
2020-04-05,RIVM_report_20200405,30-34,Totaal,741
2020-04-05,RIVM_report_20200405,35-39,Totaal,662
2020-04-05,RIVM_report_20200405,40-44,Totaal,724
2020-04-05,RIVM_report_20200405,45-49,Totaal,1075
2020-04-05,RIVM_report_20200405,50-54,Totaal,1400
2020-04-05,RIVM_report_20200405,55-59,Totaal,1602
2020-04-05,RIVM_report_20200405,60-64,Totaal,1428
2020-04-05,RIVM_report_20200405,65-69,Totaal,1296
2020-04-05,RIVM_report_20200405,70-74,Totaal,1690
2020-04-05,RIVM_report_20200405,75-79,Totaal,1769
2020-04-05,RIVM_report_20200405,80-84,Totaal,1685
2020-04-05,RIVM_report_20200405,85-89,Totaal,1463
2020-04-05,RIVM_report_20200405,90-94,Totaal,747
2020-04-05,RIVM_report_20200405,95+,Totaal,227
2020-04-05,RIVM_report_20200405,Niet vermeld,Totaal,23
2020-04-05,RIVM_report_20200405,0-4,Ziekenhuisopname,31
2020-04-05,RIVM_report_20200405,5-9,Ziekenhuisopname,2
2020-04-05,RIVM_report_20200405,10-14,Ziekenhuisopname,5
2020-04-05,RIVM_report_20200405,15-19,Ziekenhuisopname,18
2020-04-05,RIVM_report_20200405,20-24,Ziekenhuisopname,24
2020-04-05,RIVM_report_20200405,25-29,Ziekenhuisopname,60
2020-04-05,RIVM_report_20200405,30-34,Ziekenhuisopname,76
2020-04-05,RIVM_report_20200405,35-39,Ziekenhuisopname,111
2020-04-05,RIVM_report_20200405,40-44,Ziekenhuisopname,160
2020-04-05,RIVM_report_20200405,45-49,Ziekenhuisopname,311
2020-04-05,RIVM_report_20200405,50-54,Ziekenhuisopname,438
2020-04-05,RIVM_report_20200405,55-59,Ziekenhuisopname,613
2020-04-05,RIVM_report_20200405,60-64,Ziekenhuisopname,703
2020-04-05,RIVM_report_20200405,65-69,Ziekenhuisopname,810
2020-04-05,RIVM_report_20200405,70-74,Ziekenhuisopname,1067
